task,initial_accuracy,best_accuracy,final_accuracy,forgetting
diagonal,96.65,96.65,58.15,38.5
vertical,98.4,98.4,58.2,40.2
xor_quadrant,46.35,59.0,59.0,0.0
horizontal,98.95,98.95,59.3,39.65
circle,66.7,66.7,66.7,0.0
