,after_t1,after_t2,after_t3,after_t4,after_t5
diagonal,96.65,75.75,82.1,74.4,58.15
vertical,,98.4,91.05,48.55,58.2
xor_quadrant,,,46.35,50.35,59.0
horizontal,,,,98.95,59.3
circle,,,,,66.7
