task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.70342,50.29,1.923
horizontal,1,2,0.64921,71.09,1.409
horizontal,1,3,0.58802,89.3,1.245
horizontal,1,4,0.48253,92.67,1.549
horizontal,1,5,0.32593,97.16,1.701
vertical,2,1,0.79156,52.79,1.415
vertical,2,2,0.62773,59.58,1.58
vertical,2,3,0.50135,71.9,1.535
vertical,2,4,0.39218,84.1,1.554
vertical,2,5,0.29054,90.77,1.678
circle,3,1,0.89712,51.58,1.475
circle,3,2,0.67213,56.19,1.242
circle,3,3,0.59264,67.69,1.466
circle,3,4,0.56176,75.05,1.589
circle,3,5,0.54476,75.67,1.529
diagonal,4,1,0.53485,74.63,1.282
diagonal,4,2,0.38896,88.35,1.351
diagonal,4,3,0.28508,92.36,1.314
diagonal,4,4,0.21073,95.92,1.325
diagonal,4,5,0.15682,98.18,1.511
xor_quadrant,5,1,1.29664,59.22,1.331
xor_quadrant,5,2,0.87351,66.61,1.325
xor_quadrant,5,3,0.70497,66.21,1.596
xor_quadrant,5,4,0.65389,65.36,1.519
xor_quadrant,5,5,0.63081,65.44,1.591
