task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.70107,50.89,1.509
horizontal,1,2,0.65574,74.68,1.196
horizontal,1,3,0.60185,80.2,1.206
horizontal,1,4,0.51184,85.47,1.232
horizontal,1,5,0.37569,90.9,1.374
vertical,2,1,0.69441,57.75,1.413
vertical,2,2,0.59913,62.14,1.259
vertical,2,3,0.51444,69.29,1.22
vertical,2,4,0.41883,81.16,1.196
vertical,2,5,0.31323,89.71,1.236
circle,3,1,0.89002,53.53,1.243
circle,3,2,0.67949,57.96,1.215
circle,3,3,0.59725,64.19,1.254
circle,3,4,0.55416,74.54,1.235
circle,3,5,0.53412,76.4,1.449
diagonal,4,1,0.53952,74.36,1.316
diagonal,4,2,0.40377,89.16,1.692
diagonal,4,3,0.3058,91.49,1.504
diagonal,4,4,0.22256,94.45,2.071
diagonal,4,5,0.16286,97.1,1.293
xor_quadrant,5,1,1.25871,60.65,1.243
xor_quadrant,5,2,0.88166,67.08,1.223
xor_quadrant,5,3,0.70904,67.3,1.238
xor_quadrant,5,4,0.6412,67.97,1.237
xor_quadrant,5,5,0.60027,69.89,1.361
