task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.80355,24.71,1.937
circle,1,2,0.69217,52.79,1.599
circle,1,3,0.60068,76.1,1.51
circle,1,4,0.55905,76.1,1.351
circle,1,5,0.55118,76.1,1.656
vertical,2,1,0.82086,50.33,1.559
vertical,2,2,0.74447,50.33,1.541
vertical,2,3,0.69047,50.33,1.426
vertical,2,4,0.64123,67.82,1.402
vertical,2,5,0.58005,91.14,1.47
xor_quadrant,3,1,0.70373,52.24,1.512
xor_quadrant,3,2,0.6899,52.3,1.421
xor_quadrant,3,3,0.67799,58.09,1.548
xor_quadrant,3,4,0.66605,59.09,1.64
xor_quadrant,3,5,0.65187,62.51,1.804
diagonal,4,1,0.57185,85.33,1.463
diagonal,4,2,0.49593,89.0,1.447
diagonal,4,3,0.41996,91.35,1.554
diagonal,4,4,0.34729,93.26,1.477
diagonal,4,5,0.27947,94.81,1.507
horizontal,5,1,0.41671,80.59,1.497
horizontal,5,2,0.29078,88.75,1.553
horizontal,5,3,0.19303,94.76,1.417
horizontal,5,4,0.13048,98.09,1.515
horizontal,5,5,0.09466,99.11,1.507
