task,initial_accuracy,best_accuracy,final_accuracy,forgetting
circle,74.9,74.9,50.65,24.25
vertical,94.65,94.65,49.05,45.6
xor_quadrant,59.45,59.45,50.35,9.1
diagonal,95.5,95.5,74.9,20.6
horizontal,99.35,99.35,99.35,0.0
