task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.80861,50.06,2.007
diagonal,1,2,0.68313,50.16,1.387
diagonal,1,3,0.58908,74.94,1.722
diagonal,1,4,0.50804,94.79,2.018
diagonal,1,5,0.41188,97.44,1.603
horizontal,2,1,0.46258,77.49,1.6
horizontal,2,2,0.37861,85.76,1.95
horizontal,2,3,0.30158,90.83,2.062
horizontal,2,4,0.23302,94.63,1.964
horizontal,2,5,0.17938,96.85,1.961
vertical,3,1,1.05654,52.39,1.638
vertical,3,2,0.89098,54.75,1.776
vertical,3,3,0.73618,58.41,2.031
vertical,3,4,0.60304,64.07,1.59
vertical,3,5,0.48767,74.1,1.482
xor_quadrant,4,1,0.79097,59.47,1.766
xor_quadrant,4,2,0.71527,65.95,1.619
xor_quadrant,4,3,0.67272,66.76,1.776
xor_quadrant,4,4,0.64469,66.99,1.569
xor_quadrant,4,5,0.62273,67.43,1.762
circle,5,1,0.68975,60.46,1.867
circle,5,2,0.5844,71.36,1.927
circle,5,3,0.55879,75.63,1.757
circle,5,4,0.55097,75.66,1.671
circle,5,5,0.54558,75.66,1.918
