task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.14403,96.19,0.747
horizontal,1,2,0.02774,99.13,0.508
horizontal,1,3,0.02553,99.15,0.545
horizontal,1,4,0.02463,98.98,0.605
horizontal,1,5,0.01758,99.27,0.555
vertical,2,1,0.54858,86.36,0.529
vertical,2,2,0.0482,98.27,0.459
vertical,2,3,0.02053,99.39,0.45
vertical,2,4,0.01387,99.64,0.396
vertical,2,5,0.01839,99.33,0.437
circle,3,1,0.79764,72.57,0.42
circle,3,2,0.17225,93.53,0.433
circle,3,3,0.08791,96.58,0.419
circle,3,4,0.06906,97.31,0.445
circle,3,5,0.04968,98.08,0.388
diagonal,4,1,0.37168,90.28,0.426
diagonal,4,2,0.05388,98.23,0.425
diagonal,4,3,0.03546,98.76,0.435
diagonal,4,4,0.07391,97.49,0.542
diagonal,4,5,0.03586,98.78,0.495
xor_quadrant,5,1,0.60402,78.67,0.515
xor_quadrant,5,2,0.06766,97.93,0.444
xor_quadrant,5,3,0.03671,98.93,0.489
xor_quadrant,5,4,0.03381,98.84,0.5
xor_quadrant,5,5,0.03058,99.07,0.467
