task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.71244,50.27,1.529
horizontal,1,2,0.65522,71.61,1.415
horizontal,1,3,0.58451,92.22,1.392
horizontal,1,4,0.48411,96.51,1.416
horizontal,1,5,0.35326,97.44,1.43
xor_quadrant,2,1,0.84916,49.98,1.499
xor_quadrant,2,2,0.77055,49.78,1.605
xor_quadrant,2,3,0.7113,49.72,1.552
xor_quadrant,2,4,0.67568,50.25,1.546
xor_quadrant,2,5,0.65402,50.29,1.649
circle,3,1,0.61553,60.57,2.182
circle,3,2,0.54723,75.23,1.401
circle,3,3,0.52874,76.1,2.194
circle,3,4,0.51684,76.1,1.844
circle,3,5,0.50518,76.1,2.524
diagonal,4,1,0.73357,50.52,2.373
diagonal,4,2,0.6301,71.53,1.376
diagonal,4,3,0.54483,86.88,1.339
diagonal,4,4,0.45265,89.16,1.339
diagonal,4,5,0.35899,91.34,1.407
vertical,5,1,0.48187,75.68,1.894
vertical,5,2,0.35437,85.24,1.636
vertical,5,3,0.24551,93.32,2.023
vertical,5,4,0.17372,96.97,1.637
vertical,5,5,0.12403,98.61,1.477
