task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.74985,36.72,1.735
circle,1,2,0.60396,75.34,1.146
circle,1,3,0.5561,76.1,1.168
circle,1,4,0.54916,76.1,1.126
circle,1,5,0.54438,76.1,1.154
vertical,2,1,0.78474,50.33,1.18
vertical,2,2,0.68466,51.21,1.2
vertical,2,3,0.61739,77.91,1.262
vertical,2,4,0.5317,93.95,1.345
vertical,2,5,0.41932,97.01,1.237
xor_quadrant,3,1,0.78495,50.15,1.271
xor_quadrant,3,2,0.72716,50.28,1.268
xor_quadrant,3,3,0.68892,53.07,1.268
xor_quadrant,3,4,0.66103,57.6,1.238
xor_quadrant,3,5,0.63635,61.43,1.223
diagonal,4,1,0.54612,82.29,1.244
diagonal,4,2,0.45379,86.96,1.227
diagonal,4,3,0.36774,90.2,1.278
diagonal,4,4,0.2897,92.4,1.3
diagonal,4,5,0.22119,94.8,1.332
horizontal,5,1,0.40064,80.93,1.282
horizontal,5,2,0.23883,90.5,1.453
horizontal,5,3,0.13916,96.79,1.47
horizontal,5,4,0.09186,98.71,1.517
horizontal,5,5,0.06768,99.04,1.572
