task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.69242,53.73,2.087
xor_quadrant,1,2,0.69116,54.94,1.458
xor_quadrant,1,3,0.68894,49.38,1.351
xor_quadrant,1,4,0.68517,53.49,1.352
xor_quadrant,1,5,0.67901,57.03,1.383
vertical,2,1,0.61531,78.11,1.736
vertical,2,2,0.56368,84.15,1.755
vertical,2,3,0.50344,88.99,1.799
vertical,2,4,0.43443,91.91,1.985
vertical,2,5,0.35928,94.39,2.379
horizontal,3,1,0.69926,56.87,2.394
horizontal,3,2,0.6001,62.57,2.239
horizontal,3,3,0.50462,72.02,1.839
horizontal,3,4,0.40917,82.22,1.814
horizontal,3,5,0.31553,89.29,1.85
diagonal,4,1,0.30632,85.75,1.784
diagonal,4,2,0.24539,90.86,2.157
diagonal,4,3,0.20026,95.19,2.118
diagonal,4,4,0.16542,97.29,2.067
diagonal,4,5,0.13472,98.38,1.371
circle,5,1,1.4017,52.27,2.136
circle,5,2,1.21617,54.87,1.97
circle,5,3,1.05066,55.72,2.39
circle,5,4,0.89559,56.04,1.752
circle,5,5,0.76402,56.73,2.044
