task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.82375,49.81,1.788
horizontal,1,2,0.69642,49.88,1.46
horizontal,1,3,0.60502,76.34,1.352
horizontal,1,4,0.52404,90.29,1.903
horizontal,1,5,0.41561,93.78,1.479
xor_quadrant,2,1,0.77814,53.58,1.56
xor_quadrant,2,2,0.73296,56.09,1.447
xor_quadrant,2,3,0.69916,57.84,1.48
xor_quadrant,2,4,0.67107,60.86,1.536
xor_quadrant,2,5,0.6473,63.24,1.622
diagonal,3,1,0.48033,88.03,1.674
diagonal,3,2,0.41151,89.94,1.649
diagonal,3,3,0.35013,91.52,1.611
diagonal,3,4,0.29553,92.97,1.679
diagonal,3,5,0.24882,94.29,1.761
vertical,4,1,0.41232,80.39,1.577
vertical,4,2,0.27423,88.88,1.604
vertical,4,3,0.17746,94.35,1.66
vertical,4,4,0.11552,97.31,1.787
vertical,4,5,0.07886,99.11,1.6
circle,5,1,1.57919,49.91,1.438
circle,5,2,1.38501,50.11,1.453
circle,5,3,1.18346,50.51,1.437
circle,5,4,0.9671,51.47,1.453
circle,5,5,0.785,55.97,1.598
