,after_t1,after_t2,after_t3,after_t4,after_t5
vertical,95.4,92.65,75.7,59.2,48.95
xor_quadrant,,45.8,51.55,59.25,49.2
diagonal,,,96.45,58.25,74.0
circle,,,,66.75,50.2
horizontal,,,,,99.45
