task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.64953,87.05,1.797
vertical,1,2,0.6151,86.44,1.353
vertical,1,3,0.56227,88.48,1.462
vertical,1,4,0.48383,90.95,1.437
vertical,1,5,0.38186,93.46,1.713
xor_quadrant,2,1,0.82552,50.37,1.616
xor_quadrant,2,2,0.77749,48.77,1.525
xor_quadrant,2,3,0.74025,48.33,1.543
xor_quadrant,2,4,0.7137,47.72,1.575
xor_quadrant,2,5,0.69534,48.16,1.683
diagonal,3,1,0.53447,81.96,1.619
diagonal,3,2,0.46337,85.53,1.639
diagonal,3,3,0.39458,89.76,2.045
diagonal,3,4,0.32971,93.9,1.863
diagonal,3,5,0.27502,96.38,1.869
circle,4,1,0.97956,54.49,1.726
circle,4,2,0.85098,56.61,1.782
circle,4,3,0.74118,57.14,1.716
circle,4,4,0.65481,58.15,1.768
circle,4,5,0.59638,63.08,1.801
horizontal,5,1,0.57708,70.55,1.662
horizontal,5,2,0.44237,84.59,1.621
horizontal,5,3,0.33501,93.57,1.596
horizontal,5,4,0.24327,97.89,1.459
horizontal,5,5,0.17195,99.3,1.533
