task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.82375,49.81,1.662
horizontal,1,2,0.69642,49.88,1.429
horizontal,1,3,0.60502,76.34,1.372
horizontal,1,4,0.52404,90.29,1.452
horizontal,1,5,0.41561,93.78,1.491
xor_quadrant,2,1,0.77814,53.58,1.476
xor_quadrant,2,2,0.73296,56.09,1.617
xor_quadrant,2,3,0.69916,57.84,1.46
xor_quadrant,2,4,0.67107,60.86,1.469
xor_quadrant,2,5,0.6473,63.24,1.472
circle,3,1,0.64419,61.12,1.473
circle,3,2,0.56977,72.87,1.462
circle,3,3,0.55499,75.66,1.425
circle,3,4,0.54872,75.66,1.428
circle,3,5,0.54387,75.66,1.409
diagonal,4,1,0.70977,53.1,1.498
diagonal,4,2,0.58472,78.8,1.719
diagonal,4,3,0.50899,84.31,2.006
diagonal,4,4,0.44022,86.33,1.661
diagonal,4,5,0.3752,88.55,1.554
vertical,5,1,0.37483,83.43,1.564
vertical,5,2,0.23742,93.8,1.549
vertical,5,3,0.15178,98.01,1.602
vertical,5,4,0.10457,99.42,1.614
vertical,5,5,0.07837,99.35,1.608
