,after_t1,after_t2,after_t3,after_t4,after_t5
vertical,96.4,79.2,74.8,50.5,49.15
xor_quadrant,,63.9,50.7,51.3,50.55
diagonal,,,97.75,50.45,75.0
circle,,,,74.4,50.95
horizontal,,,,,99.05
