task,initial_accuracy,best_accuracy,final_accuracy,forgetting
vertical,96.4,96.4,49.15,47.25
xor_quadrant,63.9,63.9,50.55,13.35
diagonal,97.75,97.75,75.0,22.75
circle,74.4,74.4,50.95,23.45
horizontal,99.05,99.05,99.05,0.0
