task,forgetting_phase1,forgetting_phase2,delta
horizontal,49.05,39.2,-9.85
xor_quadrant,51.0,0.0,-51.0
diagonal,48.75,38.5,-10.25
vertical,50.65,39.35,-11.3
circle,0.0,0.0,0.0
