,after_t1,after_t2,after_t3,after_t4,after_t5
horizontal,99.4,89.0,75.1,50.75,60.2
xor_quadrant,,51.5,50.3,49.05,59.9
diagonal,,,97.55,75.7,59.05
vertical,,,,98.45,59.1
circle,,,,,65.8
