task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.69371,56.01,1.866
horizontal,1,2,0.60954,89.87,1.885
horizontal,1,3,0.48456,97.92,1.581
horizontal,1,4,0.3229,98.35,1.392
horizontal,1,5,0.18156,98.51,1.317
xor_quadrant,2,1,1.17507,49.43,1.337
xor_quadrant,2,2,0.94876,50.24,1.327
xor_quadrant,2,3,0.79383,52.32,1.365
xor_quadrant,2,4,0.70441,52.48,1.315
xor_quadrant,2,5,0.66063,50.46,1.258
diagonal,3,1,0.50398,85.07,1.266
diagonal,3,2,0.39943,89.7,1.305
diagonal,3,3,0.30694,93.8,1.302
diagonal,3,4,0.23122,95.4,1.41
diagonal,3,5,0.17611,96.93,1.346
vertical,4,1,0.4468,80.44,1.281
vertical,4,2,0.27246,89.01,1.489
vertical,4,3,0.1859,93.3,1.437
vertical,4,4,0.1338,95.8,1.31
vertical,4,5,0.09695,97.35,1.252
circle,5,1,1.43955,49.65,1.442
circle,5,2,1.08186,49.72,1.37
circle,5,3,0.84515,50.15,1.405
circle,5,4,0.68924,55.6,1.214
circle,5,5,0.59247,61.33,1.321
