phase,batch,mask_mean,mask_std,mask_min,mask_max,frac_lt_0.1,frac_gt_0.9
1,0,0.3578636646270752,0.17275382578372955,0.1914539784193039,0.9072670936584473,0.0,0.0016812569228932261
1,78,0.4135335385799408,0.22317560017108917,0.15949039161205292,0.9995569586753845,0.0,0.036118034273386
1,0,0.4214676022529602,0.22291575372219086,0.16555023193359375,0.9995813965797424,0.0,0.03791524097323418
1,78,0.42941319942474365,0.22456872463226318,0.16752737760543823,0.9995971322059631,0.0,0.04000231996178627
1,0,0.42142003774642944,0.224810391664505,0.16348478198051453,0.9995624423027039,0.0,0.03826308622956276
1,78,0.41991955041885376,0.22515028715133667,0.16172660887241364,0.9995032548904419,0.0,0.036118034273386
1,0,0.4353867769241333,0.22634564340114594,0.17175595462322235,0.9995787739753723,0.0,0.04110383242368698
1,78,0.4203425943851471,0.22636592388153076,0.16157937049865723,0.9995667338371277,0.0,0.03907473012804985
1,0,0.4267224967479706,0.22584927082061768,0.1641889214515686,0.9995753169059753,0.0,0.03942257538437843
1,78,0.43316778540611267,0.22607183456420898,0.16738417744636536,0.9995941519737244,0.0,0.041161805391311646
2,0,0.3443644940853119,0.19791559875011444,0.003692253027111292,0.9627112150192261,0.0992521345615387,0.004927821923047304
2,78,0.3473897874355316,0.23652411997318268,0.0035627426113933325,0.9932923316955566,0.14221113920211792,0.017508260905742645
2,0,0.346168577671051,0.2364787757396698,0.0033966589253395796,0.9933241009712219,0.14441417157649994,0.017508260905742645
2,78,0.33857011795043945,0.2355724722146988,0.0036533386446535587,0.9936304688453674,0.14934198558330536,0.0136239780113101
2,0,0.3454483151435852,0.23795261979103088,0.00359685649164021,0.9940557479858398,0.14632731676101685,0.016696620732545853
2,78,0.34959420561790466,0.23738905787467957,0.004581777844578028,0.9945488572120667,0.14197924733161926,0.015769030898809433
2,0,0.348158597946167,0.2385253608226776,0.0036084686871618032,0.9943856000900269,0.14435619115829468,0.016580671072006226
2,78,0.3565005660057068,0.24180306494235992,0.0033535074908286333,0.9951590895652771,0.1395443230867386,0.02255203202366829
2,0,0.34142598509788513,0.2371894121170044,0.0036547048948705196,0.9940599203109741,0.14905211329460144,0.014029799029231071
2,78,0.3421865701675415,0.23773548007011414,0.0036215013824403286,0.9942942261695862,0.1486462950706482,0.01524726115167141
3,0,0.3366387188434601,0.20096980035305023,0.00575436744838953,0.9679677486419678,0.10510754585266113,0.005681488662958145
3,78,0.3220618665218353,0.22587339580059052,0.005364949814975262,0.9919441938400269,0.15282045304775238,0.018609775230288506
3,0,0.32680654525756836,0.2274027317762375,0.004772907122969627,0.9936354160308838,0.14882022142410278,0.02087077498435974
3,78,0.321950227022171,0.2321184128522873,0.005027335602790117,0.9898778796195984,0.1630239486694336,0.019073570147156715
