phase,batch,mask_mean,mask_std,mask_min,mask_max,frac_lt_0.1,frac_gt_0.9,hmem_mean,hmem_std,hmem_min,hmem_max,corr_hmem_mask,corr_hmem_dw
1,0,0.015213213860988617,0.0019294109661132097,0.010650821961462498,0.1682480126619339,0.9999420046806335,0.0,1.0,1.740594744682312,0.4587057828903198,51.47532272338867,0.7509281039237976,0.6943114399909973
1,78,0.023571675643324852,0.004438717383891344,0.00011254435230512172,0.17503701150417328,0.9999420046806335,0.0,1.0000001192092896,1.6481951475143433,0.6273967623710632,49.02098846435547,0.3405962586402893,0.37434250116348267
1,0,0.015815969556570053,0.0029916756320744753,7.449639088008553e-05,0.1211862862110138,0.9999420046806335,0.0,1.0000001192092896,1.7023364305496216,0.39919328689575195,51.064483642578125,0.3391695022583008,0.2050284743309021
1,78,0.015854129567742348,0.0030892323702573776,7.114826439647004e-05,0.10180254280567169,0.9999420046806335,0.0,1.0,1.6506445407867432,0.5906635522842407,51.05769729614258,0.3137746751308441,0.09890660643577576
1,0,0.015192381106317043,0.0029728130903095007,6.430647772504017e-05,0.0976700410246849,1.0,0.0,1.0,1.6274152994155884,0.4619084894657135,49.840267181396484,0.315317302942276,0.10171330720186234
1,78,0.01939047873020172,0.004060113802552223,0.00012084560876246542,0.1415472775697708,0.9999420046806335,0.0,1.0000001192092896,1.32863450050354,0.32896143198013306,30.07806968688965,0.4203765392303467,0.05509660020470619
1,0,0.016476547345519066,0.0033653168939054012,6.464464240707457e-05,0.09609672427177429,1.0,0.0,1.0,1.5972956418991089,0.5992857813835144,49.91839599609375,0.30417266488075256,-0.02507215552031994
1,78,0.02004186250269413,0.004283012822270393,7.340715092141181e-05,0.11415944993495941,0.9999420046806335,0.0,1.0,1.6104317903518677,0.5869321823120117,45.22426223754883,0.31601834297180176,-0.15954333543777466
1,0,0.01591242291033268,0.0033916672691702843,5.660768147208728e-05,0.08846864104270935,1.0,0.0,1.0,1.6774251461029053,0.53773432970047,53.82855224609375,0.28842541575431824,-0.1027488261461258
1,78,0.01534577552229166,0.003356858855113387,4.931417788611725e-05,0.08397875726222992,1.0,0.0,1.0,1.8077869415283203,0.5333401560783386,55.982154846191406,0.2859647870063782,-0.14833930134773254
2,0,0.01406918279826641,0.005819207523018122,0.0005355083849281073,0.1304265260696411,0.9999420046806335,0.0,1.000000238418579,1.7411468029022217,0.5745580196380615,51.98478317260742,0.1751052439212799,-0.09560970962047577
2,78,0.014725729823112488,0.006416639778763056,0.0005730974371545017,0.1507917046546936,0.9999420046806335,0.0,1.0,1.4257172346115112,0.6260850429534912,31.740402221679688,0.16219715774059296,-0.02832632139325142
2,0,0.013652998954057693,0.005916344467550516,0.0005677211447618902,0.12762203812599182,0.9999420046806335,0.0,1.0,1.5689029693603516,0.6089736819267273,46.09547805786133,0.14587931334972382,-0.0492655448615551
2,78,0.016086433082818985,0.006993352435529232,0.0007176623912528157,0.14007218182086945,0.9999420046806335,0.0,1.0,1.4809129238128662,0.622941792011261,44.29690933227539,0.13993139564990997,-0.060570091009140015
2,0,0.012449071742594242,0.005548540968447924,0.000522354559507221,0.18043921887874603,0.9999420046806335,0.0,1.0000001192092896,1.0825490951538086,0.33514049649238586,23.884231567382812,0.18379776179790497,-0.018740704283118248
2,78,0.015697751194238663,0.006876956671476364,0.0006651917938143015,0.15150868892669678,0.9999420046806335,0.0,1.0,1.2114250659942627,0.5946279168128967,27.8096923828125,0.1647273749113083,-0.05954945087432861
2,0,0.013503477908670902,0.006010363809764385,0.0005721358465962112,0.16413253545761108,0.9999420046806335,0.0,1.0,0.9718956351280212,0.4349101781845093,21.134105682373047,0.184006005525589,-0.039214860647916794
2,78,0.015194668434560299,0.006707914173603058,0.0006812418578192592,0.17063932120800018,0.9999420046806335,0.0,1.0000001192092896,0.9798139333724976,0.461371511220932,21.079544067382812,0.17893639206886292,-0.036590106785297394
2,0,0.01439289003610611,0.006397113669663668,0.0006268548895604908,0.1720687747001648,0.9999420046806335,0.0,1.0000001192092896,0.9533562064170837,0.43569716811180115,20.460094451904297,0.18060509860515594,-0.03834780305624008
2,78,0.01811951957643032,0.007949567399919033,0.0006579094333574176,0.17124418914318085,0.9999420046806335,0.0,1.0,1.118613362312317,0.5364328026771545,28.033838272094727,0.15007388591766357,-0.05859750881791115
3,0,0.014774679206311703,0.006533572915941477,0.0007639650721102953,0.18746638298034668,0.9999420046806335,0.0,1.0,0.9733976125717163,0.519076943397522,20.302845001220703,0.18669311702251434,0.03214671462774277
3,78,0.016352860257029533,0.007239930797368288,0.0008825184777379036,0.19695895910263062,0.9999420046806335,0.0,1.0,1.0513482093811035,0.5368260741233826,30.280261993408203,0.1799352616071701,-0.06424126029014587
3,0,0.013581814244389534,0.005984590854495764,0.0007825262728147209,0.1668744683265686,0.9999420046806335,0.0,1.0,1.2627127170562744,0.5614529252052307,31.965280532836914,0.18682262301445007,-0.06880438327789307
3,78,0.009913177229464054,0.004449205007404089,0.0005576881230808794,0.1302332878112793,0.9999420046806335,0.0,1.0000001192092896,1.0991744995117188,0.5675110220909119,32.330074310302734,0.18757055699825287,-0.06912458688020706
3,0,0.01269167847931385,0.005643672309815884,0.0007423539645969868,0.1583724021911621,0.9999420046806335,0.0,0.9999998807907104,1.1494476795196533,0.5614768862724304,35.9201545715332,0.19297143816947937,-0.06713692098855972
3,78,0.012812350876629353,0.005705003626644611,0.0008107105386443436,0.17632915079593658,0.9999420046806335,0.0,1.0,1.0525789260864258,0.5489065051078796,22.133037567138672,0.18905778229236603,-0.08797810226678848
3,0,0.011696373112499714,0.005314509849995375,0.0006856844411231577,0.18887506425380707,0.9999420046806335,0.0,1.0000001192092896,0.7769566774368286,0.3714056611061096,14.504966735839844,0.17370107769966125,-0.0672103688120842
3,78,0.00924318004399538,0.0041670361533761024,0.0005392063758336008,0.12187660485506058,0.9999420046806335,0.0,1.0,1.0995604991912842,0.5794095396995544,32.99908447265625,0.19173184037208557,-0.0794454962015152
3,0,0.011611663736402988,0.005227693822234869,0.0006770665058866143,0.15976737439632416,0.9999420046806335,0.0,1.0,0.8687339425086975,0.4316248595714569,23.781965255737305,0.2040148675441742,-0.05212724953889847
3,78,0.012799234129488468,0.005879665724933147,0.0007456589955836535,0.24222929775714874,0.9999420046806335,0.0,1.0,0.9395391345024109,0.32893627882003784,20.152694702148438,0.19327762722969055,-0.02775619924068451
4,0,0.014204584062099457,0.0062897419556975365,0.0010255323722958565,0.18370084464550018,0.9999420046806335,0.0,1.0000001192092896,0.899155855178833,0.540698766708374,18.724273681640625,0.20651069283485413,-0.03600262105464935
4,78,0.013815759681165218,0.00611681304872036,0.0009018943528644741,0.17029094696044922,0.9999420046806335,0.0,0.9999998807907104,1.1741586923599243,0.5565681457519531,32.783836364746094,0.1809217482805252,-0.01251936610788107
4,0,0.012228802777826786,0.005405939184129238,0.0008269003592431545,0.16297030448913574,0.9999420046806335,0.0,1.0,1.3518766164779663,0.38689422607421875,29.93361473083496,0.1831849217414856,0.0014887828147038817
4,78,0.014567503705620766,0.006450990680605173,0.0008520724368281662,0.18471255898475647,0.9999420046806335,0.0,1.0,1.034538745880127,0.5766998529434204,23.972938537597656,0.17805573344230652,-0.029318757355213165
4,0,0.012610502541065216,0.005608495324850082,0.0007023882935754955,0.17527726292610168,0.9999420046806335,0.0,1.0,1.289754867553711,0.4379795789718628,28.957239151000977,0.18512949347496033,-0.012296178378164768
4,78,0.012865728698670864,0.005727688781917095,0.0006877973792143166,0.18021160364151,0.9999420046806335,0.0,1.0000001192092896,0.7939026951789856,0.41886046528816223,15.72128677368164,0.13938038051128387,-0.0520247183740139
4,0,0.014427524991333485,0.00663042115047574,0.0007213550852611661,0.28464606404304504,0.9999420046806335,0.0,1.0000001192092896,1.1456053256988525,0.07755191624164581,25.99300765991211,0.17414456605911255,-0.012773435562849045
4,78,0.013413405045866966,0.006050641182810068,0.0006409684428945184,0.18445751070976257,0.9999420046806335,0.0,1.0,0.8320317268371582,0.44372034072875977,15.52826976776123,0.13467192649841309,-0.048652905970811844
4,0,0.01244064699858427,0.0056581031531095505,0.0005910488544031978,0.19498611986637115,0.9999420046806335,0.0,1.0,0.8543838858604431,0.4383048117160797,16.36341667175293,0.15677890181541443,-0.030292943120002747
4,78,0.01290974486619234,0.0057645863853394985,0.0006380949635058641,0.17833030223846436,0.9999420046806335,0.0,1.0,0.9572578072547913,0.5170473456382751,18.62392807006836,0.14727883040905,-0.04451228678226471
