task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,1.17638,24.34,1.589
circle,1,2,0.97724,24.34,1.378
circle,1,3,0.76942,32.42,1.531
circle,1,4,0.62301,72.36,1.543
circle,1,5,0.56347,75.66,1.335
vertical,2,1,0.77698,49.68,1.347
vertical,2,2,0.69584,49.74,1.363
vertical,2,3,0.63254,69.07,1.395
vertical,2,4,0.56723,91.94,1.436
vertical,2,5,0.48546,96.26,1.376
xor_quadrant,3,1,0.72217,51.48,1.508
xor_quadrant,3,2,0.69301,55.13,1.358
xor_quadrant,3,3,0.67369,59.36,1.428
xor_quadrant,3,4,0.65718,61.73,1.487
xor_quadrant,3,5,0.64022,62.36,1.399
diagonal,4,1,0.51894,85.25,1.406
diagonal,4,2,0.45254,87.3,1.435
diagonal,4,3,0.38946,89.45,1.376
diagonal,4,4,0.33021,91.21,1.391
diagonal,4,5,0.27435,92.84,1.398
horizontal,5,1,0.4104,79.49,1.716
horizontal,5,2,0.27497,88.86,1.777
horizontal,5,3,0.18672,94.44,1.51
horizontal,5,4,0.12764,97.69,1.417
horizontal,5,5,0.09253,98.99,1.556
