task,forgetting_phase1,forgetting_phase2,delta
vertical,49.05,27.6,-21.45
circle,51.0,18.7,-32.3
horizontal,48.75,25.35,-23.4
diagonal,50.65,25.7,-24.95
xor_quadrant,0.0,0.0,0.0
