task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.68427,59.16,1.984
horizontal,1,2,0.61841,91.69,1.259
horizontal,1,3,0.51642,94.58,1.342
horizontal,1,4,0.36937,97.03,1.321
horizontal,1,5,0.20526,98.88,1.414
vertical,2,1,1.09256,51.52,1.445
vertical,2,2,0.79875,55.1,1.241
vertical,2,3,0.61955,62.45,1.397
vertical,2,4,0.48874,75.08,1.49
vertical,2,5,0.36772,86.11,1.402
circle,3,1,0.8309,48.91,1.487
circle,3,2,0.6754,57.02,1.42
circle,3,3,0.60423,70.97,1.275
circle,3,4,0.56459,76.28,1.258
circle,3,5,0.54176,76.32,1.237
diagonal,4,1,0.60354,67.22,1.344
diagonal,4,2,0.44698,85.91,1.37
diagonal,4,3,0.33115,92.78,1.317
diagonal,4,4,0.23729,95.71,1.28
diagonal,4,5,0.16912,97.46,1.297
xor_quadrant,5,1,1.08904,60.05,1.332
xor_quadrant,5,2,0.7517,67.07,1.341
xor_quadrant,5,3,0.63229,68.34,1.266
xor_quadrant,5,4,0.5947,69.42,1.265
xor_quadrant,5,5,0.56755,70.54,2.131
