task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.24302,89.55,0.594
horizontal,1,2,0.03818,98.74,0.417
horizontal,1,3,0.02716,99.07,0.408
horizontal,1,4,0.01888,99.24,0.377
horizontal,1,5,0.01646,99.48,0.394
xor_quadrant,2,1,0.8937,65.24,0.405
xor_quadrant,2,2,0.1262,96.32,0.397
xor_quadrant,2,3,0.06027,97.7,0.371
xor_quadrant,2,4,0.04981,98.06,0.409
xor_quadrant,2,5,0.03536,98.75,0.48
circle,3,1,0.65822,76.34,0.469
circle,3,2,0.12619,95.75,0.449
circle,3,3,0.06304,97.85,0.425
circle,3,4,0.07151,97.31,0.456
circle,3,5,0.05385,97.97,0.456
diagonal,4,1,0.29982,92.96,0.491
diagonal,4,2,0.04703,98.47,0.447
diagonal,4,3,0.02768,99.19,0.49
diagonal,4,4,0.04342,98.52,0.48
diagonal,4,5,0.03859,98.6,0.463
vertical,5,1,0.30003,91.64,0.459
vertical,5,2,0.03006,99.27,0.474
vertical,5,3,0.02545,99.16,0.478
vertical,5,4,0.0184,99.4,0.444
vertical,5,5,0.01563,99.47,0.368
