,after_t1,after_t2,after_t3,after_t4,after_t5
diagonal,98.5,75.9,76.1,50.7,48.7
horizontal,,99.5,52.1,51.5,47.3
vertical,,,97.6,48.9,50.1
xor_quadrant,,,,99.4,50.0
circle,,,,,98.2
