task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.23712,91.69,0.658
diagonal,1,2,0.0413,98.66,0.57
diagonal,1,3,0.04524,98.3,0.559
diagonal,1,4,0.03285,98.82,0.565
diagonal,1,5,0.02598,98.96,0.567
horizontal,2,1,0.21527,95.19,0.585
horizontal,2,2,0.03111,98.85,0.531
horizontal,2,3,0.01557,99.49,0.474
horizontal,2,4,0.02267,99.12,0.392
horizontal,2,5,0.01352,99.53,0.376
vertical,3,1,0.94772,65.21,0.374
vertical,3,2,0.05809,98.61,0.366
vertical,3,3,0.02923,99.19,0.379
vertical,3,4,0.04112,98.73,0.404
vertical,3,5,0.02726,98.97,0.409
xor_quadrant,4,1,0.80844,66.81,0.4
xor_quadrant,4,2,0.19214,93.34,0.448
xor_quadrant,4,3,0.06118,97.75,0.443
xor_quadrant,4,4,0.05648,97.95,0.426
xor_quadrant,4,5,0.04233,98.43,0.435
circle,5,1,0.69733,78.47,0.407
circle,5,2,0.12862,96.32,0.462
circle,5,3,0.07376,97.41,0.435
circle,5,4,0.06057,97.69,0.424
circle,5,5,0.05567,97.94,0.408
