,after_t1,after_t2,after_t3,after_t4,after_t5
xor_quadrant,98.45,48.05,49.0,50.7,49.9
diagonal,,99.2,74.25,49.95,75.15
vertical,,,99.7,49.2,49.3
circle,,,,99.3,50.2
horizontal,,,,,99.6
