task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.6946,51.87,1.53
horizontal,1,2,0.63623,79.9,1.254
horizontal,1,3,0.55604,86.43,1.231
horizontal,1,4,0.44051,89.83,1.268
horizontal,1,5,0.29643,93.91,1.301
vertical,2,1,0.81915,55.3,1.324
vertical,2,2,0.68443,58.53,1.309
vertical,2,3,0.57808,64.67,1.325
vertical,2,4,0.47507,75.09,1.493
vertical,2,5,0.36714,85.98,1.549
circle,3,1,0.85763,51.6,1.691
circle,3,2,0.68469,57.4,1.421
circle,3,3,0.6116,68.23,1.531
circle,3,4,0.57535,75.62,1.473
circle,3,5,0.55717,75.86,1.435
diagonal,4,1,0.58323,67.25,1.402
diagonal,4,2,0.4379,90.34,1.435
diagonal,4,3,0.33549,92.02,1.414
diagonal,4,4,0.25442,94.38,1.459
diagonal,4,5,0.19243,97.03,1.337
xor_quadrant,5,1,1.12245,58.71,1.332
xor_quadrant,5,2,0.83398,65.98,1.363
xor_quadrant,5,3,0.69801,67.05,1.398
xor_quadrant,5,4,0.63972,67.49,1.374
xor_quadrant,5,5,0.6103,68.53,1.63
