phase,batch,mask_mean,mask_std,mask_min,mask_max,frac_lt_0.1,frac_gt_0.9,hmem_mean,hmem_std,hmem_min,hmem_max,corr_hmem_mask,corr_hmem_dw
1,0,0.02169683203101158,0.011975185014307499,0.011664658784866333,0.3573945164680481,0.9980868697166443,0.0,1.0,0.584336519241333,0.00036259894841350615,2.035122871398926,-0.2307337075471878,-0.2294531762599945
1,78,0.021764308214187622,0.011835823766887188,0.0002515297383069992,0.360068142414093,0.9980868697166443,0.0,1.0,0.591179609298706,0.0003874545218423009,2.1259472370147705,-0.23980224132537842,-0.24938610196113586
1,0,0.02007885091006756,0.011139919050037861,0.00024019062402658165,0.34973692893981934,0.9980868697166443,0.0,1.0,0.584336519241333,0.00036259894841350615,2.035122871398926,-0.2296929955482483,-0.23923522233963013
1,78,0.021873731166124344,0.011337826028466225,0.00020161647989880294,0.3594558835029602,0.998144805431366,0.0,1.0,0.591179609298706,0.0003874545218423009,2.1259472370147705,-0.25147873163223267,-0.2622191905975342
1,0,0.019915543496608734,0.010711084119975567,0.00018998949963133782,0.3496183454990387,0.998144805431366,0.0,1.0,0.584336519241333,0.00036259894841350615,2.035122871398926,-0.2370034009218216,-0.2619889974594116
1,78,0.022019464522600174,0.011309442110359669,0.0001747899950714782,0.36235135793685913,0.998144805431366,0.0,1.0,0.591179609298706,0.0003874545218423009,2.1259472370147705,-0.25332197546958923,-0.2662281394004822
1,0,0.02045726589858532,0.010680888779461384,0.00016554855392314494,0.35406365990638733,0.998144805431366,0.0,1.0,0.584336519241333,0.00036259894841350615,2.035122871398926,-0.24388563632965088,-0.27847421169281006
1,78,0.02128121443092823,0.010936148464679718,0.00015086171333678067,0.36292916536331177,0.998144805431366,0.0,1.0,0.591179609298706,0.0003874545218423009,2.1259472370147705,-0.25384026765823364,-0.26350462436676025
1,0,0.02093896083533764,0.010725523345172405,0.0001502815430285409,0.35834115743637085,0.998144805431366,0.0,1.0,0.584336519241333,0.00036259894841350615,2.035122871398926,-0.24803584814071655,-0.2618146240711212
1,78,0.023947708308696747,0.0118992505595088,0.00016060339112300426,0.3711080551147461,0.998144805431366,0.0,1.0,0.591179609298706,0.0003874545218423009,2.1259472370147705,-0.26095157861709595,-0.27559036016464233
2,0,0.017026109620928764,0.012049357406795025,0.0012931075179949403,0.3219553232192993,0.9980868697166443,0.0,1.0,0.5824222564697266,0.0003815875679720193,2.0412585735321045,-0.18117353320121765,-0.15047381818294525
2,78,0.01526412833482027,0.010688301175832748,0.0011702814372256398,0.30454128980636597,0.9980868697166443,0.0,1.0,0.5742502808570862,0.0006084716878831387,2.041149616241455,-0.17383231222629547,-0.21466287970542908
2,0,0.014706835150718689,0.01054635364562273,0.0011291110422462225,0.30397146940231323,0.9980868697166443,0.0,1.0,0.5824222564697266,0.0003815875679720193,2.0412585735321045,-0.17812438309192657,-0.2181977778673172
2,78,0.011315714567899704,0.008324400521814823,0.0006997968885116279,0.25022029876708984,0.998144805431366,0.0,1.0,0.5742502808570862,0.0006084716878831387,2.041149616241455,-0.16740773618221283,-0.20015662908554077
2,0,0.01567699760198593,0.010513275861740112,0.0011353266891092062,0.31928861141204834,0.9980868697166443,0.0,1.0,0.5824222564697266,0.0003815875679720193,2.0412585735321045,-0.19026799499988556,-0.2903459668159485
2,78,0.016847893595695496,0.010868689976632595,0.0009378849063068628,0.2973421514034271,0.9980868697166443,0.0,1.0,0.5742502808570862,0.0006084716878831387,2.041149616241455,-0.18925994634628296,-0.19745317101478577
2,0,0.015799425542354584,0.010709404945373535,0.0011563805164769292,0.2908913791179657,0.9980868697166443,0.0,1.0,0.5824222564697266,0.0003815875679720193,2.0412585735321045,-0.18866941332817078,-0.2101682871580124
2,78,0.014475907199084759,0.009859107434749603,0.0006915652193129063,0.27984386682510376,0.998144805431366,0.0,1.0,0.5742502808570862,0.0006084716878831387,2.041149616241455,-0.18139471113681793,-0.2047749161720276
2,0,0.014905635267496109,0.010112560354173183,0.0009871653746813536,0.2747074067592621,0.9980868697166443,0.0,1.0,0.5824222564697266,0.0003815875679720193,2.0412585735321045,-0.1874748021364212,-0.23905321955680847
