task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.86037,49.31,2.464
xor_quadrant,1,2,0.74359,49.31,2.054
xor_quadrant,1,3,0.68756,52.3,1.945
xor_quadrant,1,4,0.67932,58.05,1.982
xor_quadrant,1,5,0.66889,61.83,1.742
vertical,2,1,0.60247,75.85,2.044
vertical,2,2,0.52315,85.66,2.143
vertical,2,3,0.43238,92.87,1.798
vertical,2,4,0.33351,96.67,1.69
vertical,2,5,0.24625,98.74,1.794
horizontal,3,1,0.97063,49.91,1.701
horizontal,3,2,0.807,53.31,1.757
horizontal,3,3,0.6841,59.26,1.633
horizontal,3,4,0.5921,66.67,1.618
horizontal,3,5,0.50878,74.61,1.589
diagonal,4,1,0.36398,91.11,1.694
diagonal,4,2,0.30466,92.43,1.674
diagonal,4,3,0.25647,93.58,1.636
diagonal,4,4,0.21504,94.96,1.783
diagonal,4,5,0.1783,96.11,1.796
circle,5,1,1.17953,54.13,1.638
circle,5,2,1.02575,55.49,1.779
circle,5,3,0.8902,56.22,1.99
circle,5,4,0.76761,57.25,1.923
circle,5,5,0.67202,59.24,2.069
