task,forgetting_phase1,forgetting_phase2,delta
xor_quadrant,49.05,0.0,-49.05
vertical,51.0,36.15,-14.85
horizontal,48.75,13.95,-34.8
diagonal,50.65,32.4,-18.25
circle,0.0,0.0,0.0
