step,gov_loss,loss_new,loss_old,sparse_cost,ewc_cost,delta_cost,mask_mean,mask_std,mask_min,mask_max,frac_lt_0.1,frac_gt_0.9
1,1.0673316717147827,0.7152931690216064,0.5485281944274902,0.1568339616060257,0.7866470217704773,0.0015374773647636175,0.4959,0.0032,0.4866,0.5053,0.0,0.0
50,1.219300627708435,1.4064273834228516,0.3645865023136139,0.05910360440611839,0.4053989052772522,0.0014536369126290083,0.3433,0.0205,0.2447,0.4008,0.0,0.0
100,1.1695152521133423,0.7988637685775757,0.6744012832641602,0.002559381304308772,0.1607656627893448,0.0003394566010683775,0.1514,0.0327,0.0474,0.3457,0.0524,0.0
150,1.0004771947860718,0.6185872554779053,0.0,0.004567570984363556,0.0,0.0003852281370200217,0.1703,0.0335,0.1343,0.455,0.0,0.0
200,1.0925542116165161,0.6289559602737427,0.0,0.0026037173811346292,0.0,0.0002729382540564984,0.1548,0.0992,0.1002,0.863,0.0,0.0
