task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.20181,92.82,0.768
vertical,1,2,0.0311,99.15,0.475
vertical,1,3,0.0154,99.53,0.351
vertical,1,4,0.0418,98.67,0.36
vertical,1,5,0.01546,99.47,0.349
circle,2,1,0.82032,73.71,0.357
circle,2,2,0.1512,95.25,0.357
circle,2,3,0.08756,97.28,0.362
circle,2,4,0.08374,97.1,0.374
circle,2,5,0.05792,98.06,0.347
horizontal,3,1,0.2331,94.26,0.348
horizontal,3,2,0.03396,98.92,0.353
horizontal,3,3,0.0259,99.09,0.353
horizontal,3,4,0.02638,99.05,0.355
horizontal,3,5,0.01797,99.43,0.357
diagonal,4,1,0.26551,93.4,0.359
diagonal,4,2,0.05317,98.19,0.365
diagonal,4,3,0.02445,99.28,0.37
diagonal,4,4,0.0238,99.13,0.381
diagonal,4,5,0.03203,98.65,0.401
xor_quadrant,5,1,0.78064,66.67,0.372
xor_quadrant,5,2,0.42604,78.14,0.36
xor_quadrant,5,3,0.0851,96.78,0.352
xor_quadrant,5,4,0.08954,96.39,0.359
xor_quadrant,5,5,0.07153,97.24,0.351
