,after_t1,after_t2,after_t3,after_t4,after_t5
vertical,99.75,51.15,50.25,74.05,48.9
circle,,98.85,48.75,50.85,50.5
horizontal,,,99.75,75.95,51.4
diagonal,,,,96.25,50.3
xor_quadrant,,,,,99.0
