,after_t1,after_t2,after_t3,after_t4,after_t5
horizontal,99.45,50.7,75.4,49.05,48.55
xor_quadrant,,98.5,48.2,49.05,50.45
diagonal,,,99.25,74.0,48.4
vertical,,,,99.65,49.15
circle,,,,,98.25
