task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,1.04179,24.34,1.535
circle,1,2,0.71225,48.09,1.4
circle,1,3,0.57638,75.66,1.297
circle,1,4,0.55742,75.66,1.194
circle,1,5,0.55533,75.66,1.39
vertical,2,1,0.7454,49.68,1.422
vertical,2,2,0.62713,72.1,1.444
vertical,2,3,0.52557,94.88,1.369
vertical,2,4,0.38121,98.07,1.283
vertical,2,5,0.23516,98.04,1.334
diagonal,3,1,0.53368,74.0,1.489
diagonal,3,2,0.41868,79.27,1.363
diagonal,3,3,0.31431,87.61,1.348
diagonal,3,4,0.23256,94.52,1.416
diagonal,3,5,0.17773,96.74,1.41
horizontal,4,1,0.4131,81.34,1.327
horizontal,4,2,0.21128,91.25,1.268
horizontal,4,3,0.12188,95.93,1.299
horizontal,4,4,0.07562,98.12,1.297
horizontal,4,5,0.05138,99.13,1.351
xor_quadrant,5,1,1.67385,50.78,1.425
xor_quadrant,5,2,1.07434,51.59,1.347
xor_quadrant,5,3,0.79702,53.24,1.371
xor_quadrant,5,4,0.70111,56.71,1.393
xor_quadrant,5,5,0.66429,64.05,1.414
