task,initial_accuracy,best_accuracy,final_accuracy,forgetting
circle,74.9,74.9,57.3,17.6
vertical,98.2,98.2,62.0,36.2
diagonal,99.1,99.1,86.55,12.55
horizontal,99.35,99.35,87.2,12.15
xor_quadrant,59.8,59.8,59.8,0.0
