task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.71244,50.27,2.128
horizontal,1,2,0.65522,71.61,1.557
horizontal,1,3,0.58451,92.22,1.647
horizontal,1,4,0.48411,96.51,1.368
horizontal,1,5,0.35326,97.44,1.785
xor_quadrant,2,1,0.84916,49.98,1.572
xor_quadrant,2,2,0.77055,49.78,1.498
xor_quadrant,2,3,0.7113,49.72,1.72
xor_quadrant,2,4,0.67568,50.25,1.551
xor_quadrant,2,5,0.65402,50.29,1.527
diagonal,3,1,0.53926,83.14,1.513
diagonal,3,2,0.4593,87.94,1.536
diagonal,3,3,0.38086,91.79,1.553
diagonal,3,4,0.30857,93.65,1.534
diagonal,3,5,0.24918,95.11,1.611
vertical,4,1,0.44273,78.93,1.548
vertical,4,2,0.31524,87.71,1.509
vertical,4,3,0.22219,92.83,2.121
vertical,4,4,0.1573,95.84,2.419
vertical,4,5,0.11271,97.65,2.539
circle,5,1,1.36717,49.71,2.574
circle,5,2,1.15769,50.06,2.817
circle,5,3,0.94717,50.68,1.563
circle,5,4,0.77494,55.91,1.402
circle,5,5,0.64997,60.56,1.608
