,after_t1,after_t2,after_t3,after_t4,after_t5
diagonal,98.05,76.05,89.95,62.05,46.3
horizontal,,98.5,64.5,58.2,58.05
vertical,,,84.9,62.9,43.75
xor_quadrant,,,,84.05,51.3
circle,,,,,80.8
