task,initial_accuracy,best_accuracy,final_accuracy,forgetting
diagonal,98.05,98.05,46.3,51.75
horizontal,98.5,98.5,58.05,40.45
vertical,84.9,84.9,43.75,41.15
xor_quadrant,84.05,84.05,51.3,32.75
circle,80.8,80.8,80.8,0.0
