task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.62586,88.22,1.611
diagonal,1,2,0.53743,93.53,1.167
diagonal,1,3,0.41898,95.9,1.172
diagonal,1,4,0.29027,96.86,1.144
diagonal,1,5,0.19498,97.64,1.406
horizontal,2,1,0.4092,81.54,1.389
horizontal,2,2,0.26437,88.8,1.426
horizontal,2,3,0.17482,93.04,1.396
horizontal,2,4,0.11611,95.67,1.469
horizontal,2,5,0.07508,97.42,1.255
vertical,3,1,1.48314,52.25,1.252
vertical,3,2,0.99078,53.32,1.322
vertical,3,3,0.73322,55.07,1.457
vertical,3,4,0.59368,61.97,1.266
vertical,3,5,0.47918,77.67,1.248
xor_quadrant,4,1,0.75938,56.55,1.361
xor_quadrant,4,2,0.66826,57.47,1.266
xor_quadrant,4,3,0.61931,60.5,1.225
xor_quadrant,4,4,0.56656,65.64,1.166
xor_quadrant,4,5,0.49759,75.99,1.17
circle,5,1,0.65668,60.3,1.256
circle,5,2,0.56182,70.84,1.234
circle,5,3,0.5032,74.73,1.204
circle,5,4,0.45796,76.25,1.225
circle,5,5,0.42074,79.83,1.342
