task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.18189,94.51,0.747
horizontal,1,2,0.02627,99.3,0.448
horizontal,1,3,0.01838,99.43,0.377
horizontal,1,4,0.02157,99.32,0.365
horizontal,1,5,0.00966,99.72,0.406
vertical,2,1,0.67422,81.87,0.535
vertical,2,2,0.03937,98.87,0.486
vertical,2,3,0.03743,98.76,0.456
vertical,2,4,0.02986,98.95,0.455
vertical,2,5,0.02159,99.23,0.443
circle,3,1,0.73299,76.29,0.444
circle,3,2,0.12337,96.79,0.503
circle,3,3,0.07641,97.09,0.49
circle,3,4,0.06787,97.45,0.534
circle,3,5,0.04243,98.55,0.516
diagonal,4,1,0.30323,92.51,0.374
diagonal,4,2,0.04106,98.78,0.376
diagonal,4,3,0.03843,98.69,0.382
diagonal,4,4,0.03633,98.86,0.518
diagonal,4,5,0.02653,99.2,0.536
xor_quadrant,5,1,0.84047,63.21,0.455
xor_quadrant,5,2,0.41752,78.74,0.518
xor_quadrant,5,3,0.10621,95.97,0.528
xor_quadrant,5,4,0.07433,97.23,0.386
xor_quadrant,5,5,0.05741,97.98,0.425
