,after_t1,after_t2,after_t3,after_t4,after_t5
horizontal,94.8,84.3,76.6,49.85,61.6
xor_quadrant,,56.75,51.35,49.2,61.25
diagonal,,,94.65,75.3,68.45
vertical,,,,98.95,69.4
circle,,,,,56.75
