task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.66468,67.98,2.373
horizontal,1,2,0.62978,77.3,1.349
horizontal,1,3,0.57443,84.03,1.33
horizontal,1,4,0.49206,88.65,1.61
horizontal,1,5,0.38424,92.36,1.377
xor_quadrant,2,1,0.8134,52.11,1.639
xor_quadrant,2,2,0.76515,52.56,1.6
xor_quadrant,2,3,0.72367,54.08,1.739
xor_quadrant,2,4,0.69216,55.14,1.845
xor_quadrant,2,5,0.67048,58.87,1.954
diagonal,3,1,0.48929,89.08,1.957
diagonal,3,2,0.41868,88.96,1.569
diagonal,3,3,0.35629,91.33,1.706
diagonal,3,4,0.29881,93.55,1.469
diagonal,3,5,0.24898,94.7,1.655
vertical,4,1,0.44017,78.15,1.451
vertical,4,2,0.31808,87.29,1.546
vertical,4,3,0.23421,92.79,1.476
vertical,4,4,0.16752,96.37,1.612
vertical,4,5,0.11721,98.65,1.512
circle,5,1,1.40764,49.66,1.554
circle,5,2,1.17949,49.92,1.82
circle,5,3,0.95695,50.9,1.455
circle,5,4,0.78115,52.95,1.365
circle,5,5,0.65804,56.59,1.383
