task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.64712,71.39,1.557
horizontal,1,2,0.57229,81.29,1.242
horizontal,1,3,0.45807,87.35,1.179
horizontal,1,4,0.30852,92.33,1.167
horizontal,1,5,0.1776,95.87,1.339
xor_quadrant,2,1,1.17365,51.0,1.26
xor_quadrant,2,2,0.90492,50.53,1.275
xor_quadrant,2,3,0.7625,48.95,1.337
xor_quadrant,2,4,0.69339,48.47,1.324
xor_quadrant,2,5,0.66136,48.93,1.325
diagonal,3,1,0.50261,82.4,1.301
diagonal,3,2,0.38542,87.88,1.315
diagonal,3,3,0.29194,91.99,1.312
diagonal,3,4,0.21763,94.5,1.302
diagonal,3,5,0.16394,96.0,1.321
vertical,4,1,0.46936,79.61,1.391
vertical,4,2,0.2642,89.55,1.314
vertical,4,3,0.16426,94.38,1.322
vertical,4,4,0.10424,96.92,1.215
vertical,4,5,0.06526,98.57,1.201
circle,5,1,1.67916,49.36,1.324
circle,5,2,1.05231,49.06,1.266
circle,5,3,0.74472,50.62,1.314
circle,5,4,0.61114,62.88,1.274
circle,5,5,0.55135,76.55,1.264
