task,forgetting_phase1,forgetting_phase2,delta
horizontal,49.05,46.6,-2.45
xor_quadrant,51.0,0.0,-51.0
diagonal,48.75,47.6,-1.15
vertical,50.65,48.5,-2.15
circle,0.0,0.0,0.0
