task,initial_accuracy,best_accuracy,final_accuracy,forgetting
diagonal,97.35,97.35,51.3,46.05
horizontal,98.9,98.9,58.55,40.35
vertical,76.55,80.85,49.25,31.6
xor_quadrant,65.6,65.6,49.6,16.0
circle,82.0,82.0,82.0,0.0
