task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.62953,89.44,1.779
diagonal,1,2,0.55173,94.02,1.402
diagonal,1,3,0.44924,96.88,1.141
diagonal,1,4,0.3347,97.03,1.548
diagonal,1,5,0.2365,97.15,1.302
horizontal,2,1,0.38548,81.99,1.265
horizontal,2,2,0.26607,88.93,1.263
horizontal,2,3,0.18418,93.3,1.23
horizontal,2,4,0.12256,95.83,1.3
horizontal,2,5,0.07881,97.89,1.357
vertical,3,1,1.44476,52.09,1.428
vertical,3,2,1.08634,53.3,1.346
vertical,3,3,0.83658,54.95,1.327
vertical,3,4,0.64427,59.63,1.312
vertical,3,5,0.51896,70.63,1.305
xor_quadrant,4,1,0.79344,57.36,1.237
xor_quadrant,4,2,0.70127,60.99,1.323
xor_quadrant,4,3,0.6592,62.19,1.362
xor_quadrant,4,4,0.62878,63.82,1.455
xor_quadrant,4,5,0.59473,65.68,1.494
circle,5,1,0.63283,63.12,1.697
circle,5,2,0.5365,73.08,1.818
circle,5,3,0.48531,76.56,1.605
circle,5,4,0.44861,76.93,1.511
circle,5,5,0.4183,81.43,1.332
