,after_t1,after_t2,after_t3,after_t4,after_t5
circle,75.5,51.8,65.55,54.95,50.3
vertical,,96.65,80.9,73.2,49.25
xor_quadrant,,,58.25,50.75,49.4
diagonal,,,,95.15,74.3
horizontal,,,,,99.65
