task,initial_accuracy,best_accuracy,final_accuracy,forgetting
circle,75.5,75.5,50.3,25.2
vertical,96.65,96.65,49.25,47.4
xor_quadrant,58.25,58.25,49.4,8.85
diagonal,95.15,95.15,74.3,20.85
horizontal,99.65,99.65,99.65,0.0
