task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.81748,50.32,2.026
vertical,1,2,0.69444,50.32,1.289
vertical,1,3,0.59688,73.08,1.431
vertical,1,4,0.49432,91.48,1.435
vertical,1,5,0.3646,96.12,1.533
xor_quadrant,2,1,0.84875,51.97,1.576
xor_quadrant,2,2,0.77847,54.6,1.5
xor_quadrant,2,3,0.72879,57.02,1.655
xor_quadrant,2,4,0.69192,60.12,1.489
xor_quadrant,2,5,0.66665,63.57,1.497
diagonal,3,1,0.48593,88.33,1.448
diagonal,3,2,0.4185,89.6,1.539
diagonal,3,3,0.35599,91.77,1.465
diagonal,3,4,0.29798,93.49,1.411
diagonal,3,5,0.24736,94.77,1.392
circle,4,1,1.00685,55.16,1.401
circle,4,2,0.85854,56.6,1.395
circle,4,3,0.74534,58.52,1.425
circle,4,4,0.66557,64.54,1.399
circle,4,5,0.61331,70.51,1.441
horizontal,5,1,0.61672,65.61,1.416
horizontal,5,2,0.45402,82.07,1.368
horizontal,5,3,0.35514,90.05,1.391
horizontal,5,4,0.262,95.25,1.427
horizontal,5,5,0.19089,98.0,1.396
