,after_t1,after_t2,after_t3,after_t4,after_t5
vertical,97.45,80.85,75.45,51.65,50.55
xor_quadrant,,63.75,53.25,52.75,51.45
diagonal,,,95.65,52.85,76.45
circle,,,,74.65,49.45
horizontal,,,,,99.25
