task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.18026,93.8,0.548
horizontal,1,2,0.03362,98.85,0.345
horizontal,1,3,0.03343,98.86,0.353
horizontal,1,4,0.03216,98.75,0.351
horizontal,1,5,0.03008,98.85,0.364
xor_quadrant,2,1,0.84333,62.92,0.343
xor_quadrant,2,2,0.09603,96.87,0.352
xor_quadrant,2,3,0.04635,98.23,0.349
xor_quadrant,2,4,0.04993,98.09,0.35
xor_quadrant,2,5,0.03865,98.53,0.349
circle,3,1,0.72385,74.85,0.382
circle,3,2,0.10485,96.53,0.42
circle,3,3,0.06485,97.52,0.43
circle,3,4,0.07854,97.07,0.446
circle,3,5,0.04282,98.49,0.445
diagonal,4,1,0.29123,92.64,0.457
diagonal,4,2,0.0442,98.49,0.451
diagonal,4,3,0.0507,98.24,0.421
diagonal,4,4,0.02348,99.28,0.394
diagonal,4,5,0.02568,99.11,0.419
vertical,5,1,0.2159,95.04,0.418
vertical,5,2,0.02026,99.49,0.376
vertical,5,3,0.02213,99.24,0.387
vertical,5,4,0.01523,99.58,0.372
vertical,5,5,0.017,99.47,0.393
