,after_t1,after_t2,after_t3,after_t4,after_t5
horizontal,99.45,50.7,49.65,75.45,49.15
xor_quadrant,,98.5,51.55,47.05,48.85
circle,,,98.25,50.15,48.85
diagonal,,,,98.0,74.1
vertical,,,,,99.95
