task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.76293,50.32,1.368
vertical,1,2,0.62413,63.89,1.124
vertical,1,3,0.51322,89.35,1.417
vertical,1,4,0.36002,95.71,1.697
vertical,1,5,0.2136,98.77,1.364
xor_quadrant,2,1,1.11467,50.44,1.24
xor_quadrant,2,2,0.93323,52.13,1.599
xor_quadrant,2,3,0.80801,54.9,1.508
xor_quadrant,2,4,0.71973,59.41,1.255
xor_quadrant,2,5,0.66811,64.21,1.364
diagonal,3,1,0.4561,88.08,1.668
diagonal,3,2,0.37402,89.88,1.93
diagonal,3,3,0.30346,92.05,1.407
diagonal,3,4,0.24371,93.8,1.242
diagonal,3,5,0.19609,95.33,1.311
circle,4,1,1.10718,54.62,1.302
circle,4,2,0.89119,55.68,1.377
circle,4,3,0.75129,56.6,1.363
circle,4,4,0.65801,57.51,1.299
circle,4,5,0.59736,60.05,1.312
horizontal,5,1,0.55724,74.39,1.212
horizontal,5,2,0.41274,85.22,1.289
horizontal,5,3,0.29326,92.95,1.388
horizontal,5,4,0.19843,96.99,1.219
horizontal,5,5,0.13867,98.84,1.398
