,after_t1,after_t2,after_t3,after_t4,after_t5
vertical,99.55,80.35,74.75,60.8,50.05
xor_quadrant,,64.85,52.35,61.9,51.05
diagonal,,,96.65,62.0,75.95
circle,,,,65.5,48.95
horizontal,,,,,99.55
