task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.74893,49.61,2.307
diagonal,1,2,0.69279,54.3,2.034
diagonal,1,3,0.63393,82.19,2.143
diagonal,1,4,0.55845,90.7,2.068
diagonal,1,5,0.45909,94.73,1.759
horizontal,2,1,0.44497,83.32,1.638
horizontal,2,2,0.36008,90.13,1.692
horizontal,2,3,0.27933,95.23,1.478
horizontal,2,4,0.21199,98.22,1.523
horizontal,2,5,0.15961,99.53,1.467
vertical,3,1,1.08535,51.19,1.393
vertical,3,2,0.89907,53.64,1.488
vertical,3,3,0.73612,57.25,1.463
vertical,3,4,0.60049,63.24,1.635
vertical,3,5,0.49757,73.3,2.097
xor_quadrant,4,1,0.80452,56.71,1.452
xor_quadrant,4,2,0.73655,62.22,1.494
xor_quadrant,4,3,0.68883,64.95,1.43
xor_quadrant,4,4,0.6548,66.13,1.519
xor_quadrant,4,5,0.63056,67.32,1.445
circle,5,1,0.69559,59.82,1.456
circle,5,2,0.59512,70.94,1.466
circle,5,3,0.55866,75.7,1.44
circle,5,4,0.5486,76.1,1.475
circle,5,5,0.54429,76.1,1.802
