,after_t1,after_t2,after_t3,after_t4,after_t5
diagonal,96.65,74.9,92.35,77.45,49.95
horizontal,,99.75,70.4,74.6,51.1
vertical,,,78.4,71.3,50.0
xor_quadrant,,,,68.1,50.8
circle,,,,,74.9
