,after_t1,after_t2,after_t3,after_t4,after_t5
diagonal,95.6,77.5,79.3,76.7,49.5
vertical,,97.45,94.05,51.65,50.45
xor_quadrant,,,46.7,50.0,50.5
horizontal,,,,97.25,50.85
circle,,,,,75.5
