task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.64622,89.44,1.54
diagonal,1,2,0.60317,94.19,1.443
diagonal,1,3,0.54151,96.53,1.271
diagonal,1,4,0.46007,96.91,1.298
diagonal,1,5,0.36573,96.22,1.51
vertical,2,1,0.45529,76.51,1.423
vertical,2,2,0.37694,85.56,1.423
vertical,2,3,0.3058,90.73,1.407
vertical,2,4,0.24292,93.78,1.407
vertical,2,5,0.18877,96.47,1.399
xor_quadrant,3,1,1.11607,51.05,1.396
xor_quadrant,3,2,0.98637,50.49,1.416
xor_quadrant,3,3,0.88379,49.39,1.391
xor_quadrant,3,4,0.80308,48.43,1.395
xor_quadrant,3,5,0.74537,47.95,1.384
horizontal,4,1,0.64593,57.21,1.385
horizontal,4,2,0.57398,66.78,1.413
horizontal,4,3,0.48612,80.89,1.438
horizontal,4,4,0.39588,91.28,1.496
horizontal,4,5,0.31607,95.93,1.541
circle,5,1,0.87148,53.52,1.459
circle,5,2,0.70744,58.07,1.447
circle,5,3,0.59844,59.67,1.479
circle,5,4,0.53607,61.89,1.422
circle,5,5,0.50296,74.43,1.415
