task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.81748,50.32,2.802
vertical,1,2,0.69444,50.32,1.724
vertical,1,3,0.59688,73.08,1.647
vertical,1,4,0.49432,91.48,1.568
vertical,1,5,0.3646,96.12,1.465
circle,2,1,0.86817,49.52,1.644
circle,2,2,0.72239,52.17,1.778
circle,2,3,0.64198,66.93,1.603
circle,2,4,0.60492,74.6,1.685
circle,2,5,0.58256,75.66,1.644
horizontal,3,1,0.75589,53.4,1.712
horizontal,3,2,0.63792,66.27,1.686
horizontal,3,3,0.57189,73.2,1.629
horizontal,3,4,0.49697,81.42,1.68
horizontal,3,5,0.40709,90.28,2.299
diagonal,4,1,0.40121,84.08,1.801
diagonal,4,2,0.33009,90.35,1.726
diagonal,4,3,0.26821,94.04,2.751
diagonal,4,4,0.21838,95.96,2.499
diagonal,4,5,0.17611,97.08,2.433
xor_quadrant,5,1,1.03742,61.51,2.637
xor_quadrant,5,2,0.86318,68.08,2.559
xor_quadrant,5,3,0.77791,68.83,1.688
xor_quadrant,5,4,0.70979,69.07,1.618
xor_quadrant,5,5,0.65827,69.37,1.984
