,after_t1,after_t2,after_t3,after_t4,after_t5
circle,98.8,50.15,50.55,50.65,48.9
vertical,,98.75,46.25,73.25,50.0
xor_quadrant,,,96.75,53.55,51.1
diagonal,,,,96.85,75.9
horizontal,,,,,99.4
